id,university,subject,close,first_result,interview,finale_rusult,x_point,y_point
106,연세대학교(면접형),행정학과,10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
107,연세대학교(면접형),사회복지학과,10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
108,연세대학교(면접형),사회학과,10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
109,연세대학교(면접형),문화인류학과,10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
110,연세대학교(면접형),언론홍보영상학부,10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
111,연세대학교(면접형),의류환경학과(인문),10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
112,연세대학교(면접형),의류환경학과(자연),10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
113,연세대학교(면접형),식품영양학과(인문),10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
114,연세대학교(면접형),식품영양학과(자연),10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
115,연세대학교(면접형),실내건축학과(인문),10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
116,연세대학교(면접형),실내건축학과(자연),10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
117,연세대학교(면접형),아동가족학과(인문),10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
118,연세대학교(면접형),생활디자인학과(인문),10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
119,연세대학교(면접형),생활디자인학과(자연),10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
120,연세대학교(면접형),교육학부,10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
121,연세대학교(면접형),간호학과(인문),10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
122,연세대학교(면접형),간호학과(자연),10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
123,연세대학교(면접형),의예과,10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
124,연세대학교(면접형),치의예과,10/1~10/10,09월 30일,10월 14일,11월 17일,37.5649367,126.9383335
125,연세대학교(활동우수자),국어국문학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
126,연세대학교(활동우수자),중어중문학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
127,연세대학교(활동우수자),영어영문학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
128,연세대학교(활동우수자),독어독문학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
129,연세대학교(활동우수자),불어불문학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
130,연세대학교(활동우수자),노어노문학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
131,연세대학교(활동우수자),사학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
132,연세대학교(활동우수자),철학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
133,연세대학교(활동우수자),문헌정보학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
134,연세대학교(활동우수자),심리학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
135,연세대학교(활동우수자),경제학부,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
136,연세대학교(활동우수자),응용통계학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
137,연세대학교(활동우수자),경제학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
138,연세대학교(활동우수자),수학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
139,연세대학교(활동우수자),물리학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
140,연세대학교(활동우수자),화학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
141,연세대학교(활동우수자),지구시스템학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
142,연세대학교(활동우수자),천문우주학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
143,연세대학교(활동우수자),대기과학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
144,연세대학교(활동우수자),화공생명공학부,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
145,연세대학교(활동우수자),전기전자공학부,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
146,연세대학교(활동우수자),건축공학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
147,연세대학교(활동우수자),도시공학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
148,연세대학교(활동우수자),사회환경시스템공학부,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
149,연세대학교(활동우수자),기계공학부,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
150,연세대학교(활동우수자),신소재공학부,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
151,연세대학교(활동우수자),산업공학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
152,연세대학교(활동우수자),컴퓨터과학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
153,연세대학교(활동우수자),시스템생물학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
154,연세대학교(활동우수자),생화학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
155,연세대학교(활동우수자),생명공학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
156,연세대학교(활동우수자),신학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
157,연세대학교(활동우수자),정치외교학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
158,연세대학교(활동우수자),행정학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
159,연세대학교(활동우수자),사회복지학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
160,연세대학교(활동우수자),사회학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
161,연세대학교(활동우수자),문화인류학과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
162,연세대학교(활동우수자),언론홍보영상학부,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
163,연세대학교(활동우수자),의류환경학과(인문),9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
164,연세대학교(활동우수자),의류환경학과(자연),9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
165,연세대학교(활동우수자),식품영양학과(인문),9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
166,연세대학교(활동우수자),식품영양학과(자연),9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
167,연세대학교(활동우수자),실내건축학과(인문),9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
168,연세대학교(활동우수자),실내건축학과(자연),9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
169,연세대학교(활동우수자),아동가족학과(인문),9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
170,연세대학교(활동우수자),생활디자인학과(인문),9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
171,연세대학교(활동우수자),생활디자인학과(자연),9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
172,연세대학교(활동우수자),교육학부,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
173,연세대학교(활동우수자),간호학과(인문),9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
174,연세대학교(활동우수자),간호학과(자연),9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
175,연세대학교(활동우수자),의예과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
176,연세대학교(활동우수자),치의예과,9/11~9/13,11월 17일,12월 02일,12월 15일,37.5649367,126.9383335
177,한양대학교,-모든학과-,-,-,-,12월 13일,37.5575753,127.0466899
178,경희대학교(네오르네상스),국어국문학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
179,경희대학교(네오르네상스),사학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
180,경희대학교(네오르네상스),철학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
181,경희대학교(네오르네상스),영어영문학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
182,경희대학교(네오르네상스),응용영어통번역학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
183,경희대학교(네오르네상스),프랑스어학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
184,경희대학교(네오르네상스),스페인어학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
185,경희대학교(네오르네상스),러시아어학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
186,경희대학교(네오르네상스),중국어학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
187,경희대학교(네오르네상스),일본어학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
188,경희대학교(네오르네상스),한국어학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
189,경희대학교(네오르네상스),글로벌커뮤니케이션학부,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
190,경희대학교(네오르네상스),자율전공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
191,경희대학교(네오르네상스),정치외교학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
192,경희대학교(네오르네상스),행정학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
193,경희대학교(네오르네상스),사회학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
194,경희대학교(네오르네상스),경제학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
195,경희대학교(네오르네상스),무역학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
196,경희대학교(네오르네상스),언론정보학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
197,경희대학교(네오르네상스),국제통상금융투자학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
198,경희대학교(네오르네상스),국제학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
199,경희대학교(네오르네상스),경영학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
200,경희대학교(네오르네상스),회계세무학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
201,경희대학교(네오르네상스),Hospitality경영학부,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
202,경희대학교(네오르네상스),관광학부,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
203,경희대학교(네오르네상스),문화관광산업학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
204,경희대학교(네오르네상스),조리산업학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
205,경희대학교(네오르네상스),아동가족학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
206,경희대학교(네오르네상스),주거환경학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
207,경희대학교(네오르네상스),의상학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
208,경희대학교(네오르네상스),식품영양학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
209,경희대학교(네오르네상스),수학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
210,경희대학교(네오르네상스),물리학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
211,경희대학교(네오르네상스),화학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
212,경희대학교(네오르네상스),생물학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
213,경희대학교(네오르네상스),지리학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
214,경희대학교(네오르네상스),정보디스플레이학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.5964494,127.0525009
215,경희대학교(네오르네상스),기계공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
216,경희대학교(네오르네상스),산업경영공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
217,경희대학교(네오르네상스),원자력공학과,9/11~9/15,11월 22일,12/2~12/3,12월 15일,37.2433617,127.0798535
