id,x_point,y_point,university,created_at,updated_at
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.464007,126.9522394,서울대학교,,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(면접형),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5649367,126.9383335,연세대학교(활동우수자),,
,37.5575753,127.0466899,한양대학교,,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.2433617,127.0798535,경희대학교(네오르네상스),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.5964494,127.0525009,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.2433617,127.0798535,경희대학교(고교연계),,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
,37.583634,127.058858,서울시립대학교,,
